,Unnamed: 0,tweet,label
18845,18845,rt TAG the man who captured muammar gaddafi was wearing a yankees cap,0
21099,21099,sone of y'all bitches need morning glory milk baths,0
202,202,nochillpaz at least i'm not a nigger lmfao,1
5892,5892,dustincarter bitch i was out dea and your ass was sleep,0
3029,3029,diishaidiamond lmao yesterday them hoes was cute af lol,0
23887,23887,hahaha dumb bitch,0
10221,10221,i don't know what you been told but i love them project hoes,0
16578,16578,rt TAG who is she ill fight her bestie TAG then this bitch in my class wanna copy my homework off blackboard disc,0
10367,10367,i got lean i got work i got bands my nigguh,0
7360,7360,yopapi chulo TAG TAG that bitch needs a tittielift,0
6156,6156,ileny TAG fuck up hoes,0
17401,17401,rt TAG peyton manning's remarkable season pass yds nfl record pass td nfl record completions likely ho,0
1039,1039,TAG when you wake up to bae being a hoe on the tl,0
3397,3397,housecracka meet me later for a reach around charlie crist,0
12341,12341,left my last bitch along ain't no need for stressing,0
5471,5471,airam i was like this bitch better chill oh hey maria,0
5479,5479,akayankeee bitch probably deserved it lol,0
24685,24685,which one of these names is more offensive kike wop kraut wetback jigaboo towelhead gook or redskin,1
15522,15522,rt TAG why ya niggas be gassin these wack ass bitches,1
11173,11173,i'll give you a baby zebra girl,0
7778,7778,another nigga hoe is another nigga problem TAG been had hits,0
24310,24310,okay but how many people really care if you can see a girls nips through her shirt,0
8677,8677,dear inconsiderate ghetto fuck on the train across from me ya know your phone has options other than speaker phone right,0
23375,23375,you losing TAG and that's what u trying to do stupid yardie,0
10934,10934,i swear to god some hoes look like they take the same exact picture everytime change it up for once godamn TAG,0
1926,1926,thekiddfranky i talk to any girl who paid over for her sew in show me u atleast got some type of boss bitch in you lol wth,0
13475,13475,now i'm gook boy shawty,0
15786,15786,rt TAG if you hate me i dont care new flash bitch i dont live to please you aha,0
1242,1242,erikaj hazel dot com hell naw TAG i wanna see this yes lol trash as hell,0
13342,13342,niggas put on wigs and act like bitches for retweets that shit fu,0
11930,11930,it's a small world and hoes make it smaller,0
18618,18618,rt TAG this is genius TAG you fat nigga so is this pussy since we statin facts,0
1750,1750,dolodwills imma pull up on you eat on that pussy and dip,0
14845,14845,rt TAG TAG TAG stfu faggot a clip is holy fucking tittyy shit,1
18000,18000,rt TAG i dontkiara my pussy dry,0
19982,19982,rt TAG i say nigger with love,0
4235,4235,nyrkelsmads thanks for calling me a fucking fag,0
18971,18971,rt TAG allen west amp the slippery slope of obama's constitutional contempt TAG TAG,0
18375,18375,rt TAG i don't understand how bitches find the time to worry about what another bitch is doing,0
8837,8837,dont you talk when im talking you better mute it hoe,0
3379,3379,hippieproblemz pussy poppin on a headstand while ur eating watermelon,0
12041,12041,jay-z got of the baddest eva that proves men don't really need to look good to pull these hoes want security,0
22735,22735,when the bitch playes with your emotions an won't let you date that's the moment where i wanna kick her straight in the vagina,0
11552,11552,if my bf posts a pic of my daughter just like it and keep scrolling your comments aren't necessary yes bitch i know she's cute,0
15521,15521,rt TAG last name sinner first name imma like ur pancakes in tha mornin he got u covered like aunt jemima,0
20675,20675,selling ex lax brownies in front of meijer to pregnant women TAG,0
3043,3043,dizzybala whoa calling me a cunt,0
13491,13491,now the bitch tryin to do vids too gurl sit cho ass down,0
21599,21599,the people who have historically been called white trash were called that for a reason they're white trash the truth hurts,1
24612,24612,tricking off ya paper ain't wat u do gotta learn the game make dat hoe buy u,0
4343,4343,on point prg TAG TAG did you take a picture of your pussy i hope you super sized it because it's huge grand canyon size,0
15808,15808,rt TAG real tears nankdatthang TAG both these outfits trash but the dyke outfit got me weakkkkkkkk,0
1387,1387,longmoneytonyy TAG dont say shit else just stfu bitch we can do a lot more off this twitter shit you can come see me,0
10074,10074,i been with the same stud for a year that bitch her attitude nasty,0
19471,19471,rt TAG fuck wrong w these bitches lately,0
19442,19442,rt TAG who's gassin these hoes bp,0
17189,17189,rt TAG nice body parts on ugly bitches is the worst,0
6096,6096,hiyathanda alps that hoe over there,0
10762,10762,i miss my monkey,0
16384,16384,rt TAG if yo hoe choose let her choose fuck her friend or her momma,0
10300,10300,i find a new song i like and play that hoe way more times than i should lol,0
8317,8317,can someone beat justin beibers ass he's such little pussy,0
19728,19728,rt TAG tell a girl to calm down she'll act like you just kicked her in the pussy,0
4129,4129,misplaced momma hello dare momma i show glad dat u follow me u lbe screamin hot in dem pitchers you eva b wit colored men,0
5060,5060,twostarscoob good job tonight you need to eat some crackers so you'll stop throwing up,0
2270,2270,am bout to match up wit dis nicca TAG,0
12810,12810,me gusta pollo so espa ol that lol,0
10218,10218,i don't hold feelings for my old flings i jus trade dem bitches in like my old range TAG,0
21485,21485,the african goshawk accipiter tachiro is a species of bird of prey in the accipitridae family fou,0
17649,17649,rt TAG i hate seeing people bitch about their lives i haven't even tried the taco bell breakfast man you don't have it this har,0
17836,17836,rt TAG not into dressin to impress these bitches or niggas,0
19354,19354,rt TAG TAG TAG TAG yeah i don't think that's okay fuckin drop it you shouldn't even joke abo,0
15583,15583,rt TAG nun but bad bitches link up tonight TAG finna go crazy,0
23173,23173,yo bitch lookin like she wana fuck summn,0
3194,3194,frankiee dont be a bitch man up lol :),0
7514,7514,ahhhh but now i'm fuckin all you niqqa's hoes,0
3659,3659,jfromhuntington TAG lt i hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds,0
699,699,#dutch farmers are white trash,1
13698,13698,only word i can understand on TAG is nigger heavily disappointed in this show aaronmacgruder stuff blows imo,1
21482,21482,the TAG TAG really doing wonders in TAG these last couple of days TAG TAG TAG TAG,0
5199,5199,yamanakavalerio bitch it's not til thursday,0
18411,18411,rt TAG larry bird,0
14043,14043,rt TAG TAG your voice mail little bitch ass nigga,0
18066,18066,rt TAG wcw goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w,0
23139,23139,yeah the nfl trash as fuck for this london shit,0
4998,4998,thugmon yy TAG TAG TAG it does you and all your hipster friends are ugly as fuck and yo pussies all stank,0
16828,16828,rt TAG when hoes talk shit about other hoes i'll just leave this here,0
16282,16282,rt TAG im a bitch when im hungry,0
4333,4333,official dcole you gonna be years old with no bitches watch lol,0
12516,12516,lmaoo leanandcuisine bad bitch can i hit that you matching or bad bitch bats eyelashes are you matching or,0
8811,8811,don't make me make you fall in love with a bitch like me,0
4622,4622,sadderdre TAG who knows man that uncle tom mentality will never die ol martin baker headass,0
504,504,if you love her then hide yo bitch so you'll keep shorty TAG,0
7969,7969,because i had to accept being called a bitch every time i asserted myself TAG,0
19963,19963,rt TAG i wish i was a bird so i could constantly shit on the people i hate :),0
13590,13590,old lady went to pay and reached all the way over my plate hate eating on bar countertops stupid white bitch,0
13844,13844,pie crust is trash it be all flaky and dry and shit,0
15846,15846,rt TAG money clothes hoes and cars TAG,0
22627,22627,what time jamboree start thursday so i ca smile for the ugly hoes,0
16066,16066,rt TAG lmao damn this bitch so trash TAG lmao,0
13927,13927,pull up on my ex make that bitch mad,0
732,732,#iraq gov troops were handed a severe defeat by TAG at saqlawiya there's chatter of over soldiers lost amp jihadis raving about it,0
6303,6303,juicygenie only bad bitches in roe r u amp TAG,0
21036,21036,some niggas beat a bitch to get a point across some mentally fuck w her some just ignore it,0
3723,3723,jusdahl bitch wake up,0
13316,13316,niggas be frontin for some pussy they ain't wit me,0
15304,15304,rt TAG ladies if your pussy sounds like this please hit my dms i need you for a science project,0
18429,18429,rt TAG uglyassayekay dumb bitch im singing to you bitch,0
17361,17361,rt TAG germany's like next goal has to be a header then next goal after that has to be a diving header let's play monkey,0
21282,21282,talkin brokanese i took yo bitch and broke her knees,0
7383,7383,zfearless shut up bitch it looks smooth like a booty,0
11491,11491,if i called you a bitch then you'd prolly hate me if i called you a bad bitch then you'll prolly thank me,0
21641,21641,their gotta be a loaded lux vs murda mook,0
11654,11654,if you know a guy has a newborn baby why the fuck are you trying to talk to him desperate ass hoe,0
24201,24201,making the shittiest pigs in a blanket but they're gonna be good i'm not tryna impress gordon ramsey's bitch ass i'm trying to make poop,0
16528,16528,rt TAG most of these niggas go broke for these hoes,0
14807,14807,rt TAG is that kawhi leonard smh idntwearcondoms wow u really gonna leak ou nvm TAG ion need i fuc nig http,1
14419,14419,rt TAG TAG TAG yellow face and it's a no,0
7019,7019,sharonmperalta TAG long tittied no nipple having bitch,0
882,882,#porn #android #iphone #ipad #sex #xxx TAG hairy pussy,0
15498,15498,rt TAG i have sex with a lot of guys but i'm not a hoe and i can sell crack to people and not be a drug dealer foh hoe,0
16974,16974,rt TAG lucki starr when you accidentally say about a week ago bitch u just wanted to show ya ass smh,0
23358,23358,you know what fuck you too bitch your such a little hoe gt lt,1
10003,10003,i almost ran this fine red bitch over,0
14567,14567,rt TAG bookieg money can't buy you love so i don't pay for no pussy,0
1419,1419,mix mommie i hate when bitches do that who are you talking to shit like clearly you i be like bitch wit da red door hoe,0
10559,10559,i hope you all accidentally get a fat black bitch pregnant,0
22856,22856,why black girls gotta be thots ain't nobody bringing up the fat white hoe you fucked back in middle school TAG,0
6877,6877,quezada carlos right these hoes on my dick about u dats how,0
11143,11143,i ll gladly be a victim TAG then im a felon TAG a bitch over lbs riding ur face is attempted murder,0
12738,12738,man my bitch is beautiful helen of troy,0
6115,6115,iammarshall yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird,0
2272,2272,years later and this bitch still didnt learn her lesson lol i remember she was the first major nude leak of this generation,0
14710,14710,rt TAG shut up bitch,0
16299,16299,rt TAG when a bitch start looking at bae,0
4680,4680,shainarakia only great thing these bitches can offer,0
7640,7640,all these hoes fucking but they don't want to seem like a hoe so you gotta hit em on the low,0
23599,23599,bad bitches is the only thing i like,0
15797,15797,rt TAG yah she was a hoe,0
8357,8357,can't stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasn't on stage,1
23723,23723,coon TAG lt fills coffee up halfway gt lt uses irish cremes to fill other half gt,0
6518,6518,kittygurl i highly doubt you're a real woman you're prolly a fat ass man who fuckin cares let me do me ho,0
14672,14672,rt TAG every super hero a bitch except iron man peter parker the biggest hoe loser ass nigga no bitches no cribs no whips,0
16016,16016,rt TAG i remember i was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips ain't tal,0
23617,23617,bitch i'm me baby i'm me,0
10990,10990,i told y'all he was going to do that shit u pussy boy,0
9111,9111,fire bitch,0
4292,4292,notevanlarkin TAG birds of a feather flock together y'all,0
5005,5005,titan mtzzz you is a hoe,0
17362,17362,rt TAG i got drugs and hugs for you bitch,0
15870,15870,rt TAG been trash weare xci the gay chris bosh jokes are getting old now,0
23871,23871,got to the club early just to get in free and wait for hoes to show up,0
13533,13533,oh i'm nasty for smoking cigarettes and you're nasty for not washing behind your ears everyday stupid little bitch,0
20,20,broke bitch cant tell me nothing,0
22213,22213,today was just joints on joints on joints of some reserve wit my niggah TAG TAG,0
16933,16933,rt TAG somewhere between i need therapy and bitch im fine,0
3293,3293,gossipcop jay-z and bey they will never be jus trash,0
23165,23165,yessir you know this man TAG TAG u got some pack fag boy i'm comin thru,0
8437,8437,charlie horses suck ass TAG,0
16118,16118,rt TAG i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha,0
21428,21428,that shade of faggot clashes with your eye color,1
13116,13116,my niggah my niggah,0
2301,2301,xabad dea hard to qa time is also a pain to mock out in unit tests,0
17303,17303,rt TAG i wish sombody get this hoe away from me,0
5430,5430,thedarius bitch just be looking for my shit,0
17388,17388,rt TAG idk how people can just not have a job and stay at home all day watching tv it was so boring for me to do it days idk ho,0
16393,16393,rt TAG basic bitch starter pack,0
22292,22292,turn the entire fuck up hoes,0
5271,5271,zitlalyl you will and he's gonna get all dem bitches,0
16237,16237,rt TAG beyoncehair that bitch cut me off lmfaooooooooooo,0
15949,15949,rt TAG felz king was fire TAG king ti vs tip and that troubleman albums all trash most def,0
24407,24407,she caught three nuts but she never catch feelings and bitch wit dat disposition we can count millions,0
18848,18848,rt TAG tommy voeckler keeps the yellow andy schleck does the break of the tour and contador is broken incredible day for TAG,0
23805,23805,everybody gettin sick i feel like supa man in dis bitch,0
5999,5999,garrett winker bitch i wasn't following u in the first place get the fuck off my tl,0
8721,8721,did he say the tastiest cuts or cunts,0
20788,20788,shit is trash,0
7320,7320,xdsmooth k now shut up hoe,0
18478,18478,rt TAG nobeeetch when you drop all your hoes for the wrong one and you gotta bring em back lmfaooooooo,0
3949,3949,llishah lol it's an acronym for that hoe over there,0
8221,8221,buddy drug the whole train lmao good extra ass hoes,0
19195,19195,rt TAG should've lost in carolina in houston amp tonight in st louis TAG TAG are complete trash,0
19607,19607,rt TAG ratchet bitches be like my name is shaniqua asssofathairsoreal brown get claps it claps right claps,0
9927,9927,how many times you hoes look at my picture a day,0
19096,19096,rt TAG yaaas bitch yaas u so hot bitch yaaas TAG,0
7793,7793,anytime somebody say u wan hear a funny that shit gon be trash,0
7964,7964,bears game today bitches not to mention lean and bud before the train ride lol :) TAG,0
11368,11368,i'm really not a complete bitch just socially handicapped,0
15764,15764,rt TAG girls will ignore your text messages then get bothered when you give other bitches attention,0
43,43,pimps up pimps up hoes down future voice,0
10330,10330,i give my niggas hope and sell these bitches dreams,0
14779,14779,rt TAG this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto amp stereotypi,1
24744,24744,yo bitch bitch gone let me fuck tonight thursty thursday at the wesgod cave,0
6375,6375,kayysavage bitch this shit is soooo funny,0
1215,1215,dat bitch jay omarion ol girl w this negative ass vibe i hate mamas like her hoe need to be,0
20306,20306,rt TAG fake bitch hey girl me,0
19069,19069,rt TAG world cup diary argentina mock brazil with twirling towels photo getty,0
21260,21260,tk fucking money bitch,0
20803,20803,should i take a nap though too kill a mocking bird or nah,0
14965,14965,rt TAG in some pussy nah work is the best place to be in this weather,0
1850,1850,mcdonavins a nigga who gets alot of bitches is not gonna value you like someone else would youre just another one lol cut that out,0
2770,2770,capodaasshole lol that hoe for yr old,0
21221,21221,summer hoes turn into winter wifeys,0
23202,23202,yo that nigga at TAG was lying had y'all bitches calling him ya mcm and all how do u feel ok back to you bob,0
2378,2378,adogg TAG snapchat got hacked all of you hoes about to have some explaining to do,0
1734,1734,creoleblood what evaittakes y'all bitches be popping babies out like it's a sport stop what lol,0
10992,10992,i traveled back in time to middle-earth and crept up on my enemy i slit the hobbit's throat and by reflex vomited into my trembling hand,0
9443,9443,give me wishes i wish i wish i wish you would bitch,0
2508,2508,awill reckless bruh did go out like a bitch thoe lol that should not be his final match,0
2485,2485,articulate aura bro you know i can't not comment on stupid shit like that bitch instagram a heart attack on a plate,0
22051,22051,this headache is a bitch,0
5301,5301,dbankss orr why thts my lor bae tho wyd why u fucking up hoe,0
13887,13887,pops told me never stick ya in a broke bitch,0
12522,12522,lmaoo shut up hoe,0
13648,13648,one room full of bad bitches lmao can't believe i'm kicking it with my mains from myspace,0
14975,14975,rt TAG TAG looked like princess bella in that yellow dress,0
24042,24042,if bitches wanna nigga get off the couch and go fine one,0
15598,15598,rt TAG to be honest niggas are the biggest roaches these days they be with bitches just to have someone to put shit in their,0
6753,6753,nathanmbennett lol she's always scheming dude jaime needs to keep his hoe on a leash or i mean his sister lol,0
7131,7131,tcthegreat it's yo fault taking a nig out everyday,0
19955,19955,rt TAG bitches be fallin so inlove w niggass amp then he go get a new bitch amp they try go get a new nigga to try to forget about the,1
9593,9593,guys say bros before hoes i say food before dudes,0
7497,7497,actually i'm gonna have TAG train her to be a fag don't you dare bring a boy into my house you slut you scissor like a good girl,0
11549,11549,if joining the army gets you bitches then to the army i go,0
1298,1298,heykeifer oreos are basically dirt circles with cream true,0
21084,21084,sometimes i wake up on the ceiling the floor outside near a trash can on your mom in hollywood somewhere in a ally somewhere,0
5760,5760,coolstorysam TAG i thought you had some fucked up birth defect that made your nips heart shaped lmao,0
5549,5549,asshole king pats owner is a kike,1
1810,1810,julialeungg hoes do hoe thangs maycie belmore,0
6349,6349,kassidypeek pussy shit,0
10188,10188,i don't be crying over stripper bitches that left me for dudes with money tho and singing about it,0
5388,5388,angelaaau hey fag i lt you,1
13003,13003,my brothers ex was a fat hog man i swear this is the reason why he doesn't have any money or anything right now it's cause of that white hoe,0
24126,24126,just like i made you hoes come for me i can make yall go away,0
8524,8524,cool fun thing to ponder the myriad of space trash traveling at thousands of miles per hour right above you,0
11501,11501,if i hit you w that shotty bitch i bet that body flip,0
7235,7235,urbasicyabish TAG fucking faggot,1
6277,6277,jokersupdates please no more like that snob elissa rich bitches suck,0
4740,4740,stanleystinks shame of you self-hating kike we jews are g-d's chosen people,1
21286,21286,tarantulas are dope but the spiders that are small n can kill you fuck dat TAG spiders arent scary sheesh y all some pussies,0
18550,18550,rt TAG TAG if crabtree woulda caught that over sherman for the game y'all woulda said sherman trash amp he got what,0
4106,4106,mijo lgi all i heard was i'm a bitch nigga,0
22339,22339,u hoes hawkin in ritta's today ain't y'all,0
5904,5904,eburnns oh wow the bitch is bitching again TAG,0
6365,6365,kayliefarmer its funny and it has that blond bitch on it,0
17728,17728,rt TAG can't believe you bitches find this remotely appealing,0
13758,13758,pappadeaux bread with the scampi butter TAG her pussy tastes like,0
1264,1264,funnypicsdepot bitch in the middle look like a daddy long leg,0
2083,2083,my charger got my fucked up finna wrap the cord tf around my phone this bitch finna charge today cuhz,0
12551,12551,lmfao custy bitches be like come on in,0
8825,8825,don't touch no sloppy hoes you might catch somethin,0
12004,12004,its funny how these hoes will be texting yo phone all day and then days later have a boyfriend,0
7075,7075,sportswatch time to dump another diet coke in the trash,0
5931,5931,ennuitimes mostly move ya dumb bitch haha,0
16957,16957,rt TAG dear mr science if human so better how come they can't be bird oh i'm sorry was that too logic for you,0
16346,16346,rt TAG TAG TAG TAG yeah they trash q this man capitalized his h tho i'm takin all ya fans,0
5361,5361,turndowndre TAG i can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch,0
10212,10212,i don't have a wife she my bitch for the night if she was catching bodies then it might be alright,0
16431,16431,rt TAG are you in london this evening well ex-iron maiden member tony moor will be busking outside balham train station from,0
978,978,mike calls me t-bird TAG,0
13905,13905,pretty ass niggah,0
19350,19350,rt TAG historygoon and also pussy if my shit offends u get off twitter block me and go suck a cock,0
19824,19824,rt TAG charlie sheen is engaged to a porn star i can't be the only one thinking she can do a lot better,0
19302,19302,rt TAG TAG fucking faggot,0
14996,14996,rt TAG that pussy keep calling me gettin me in trouble,0
15015,15015,rt TAG stop fuckin jail birds brat niggas that's that serious about ass play scare me that shit so sus,0
22230,22230,tonight starts the road the super bowl for the TAG here we go brownies here we go woof woof TAG,0
3491,3491,imtoblame although i will concede that bitch bought into the funnel bitches to dwight TAG tho,0
248,248,tee jonez TAG TAG i'm not mad cuh hahaha suure tuku ho ita,0
18398,18398,rt TAG when you thinking about killing a bitch,0
18555,18555,rt TAG s o TAG TAG thanks for the follow hun,0
7301,7301,wodaeeex heyy hoe,0
5641,5641,bonnoxxx u smokin that bitch,0
9160,9160,for some reason i always assume guys who act like that in trucks have tiny dicks haha TAG,0
264,264,tmacc gfg tizzimarie no slushes hoes nasty anyway fam,0
8647,8647,dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family,0
15091,15091,rt TAG to recap dem governor candidate in sc calls the gop candidate a whore tx-dem gov candidate mocks the gop candidate s di,0
2413,2413,alliebruner stop being mean bitch ):,0
23769,23769,don't follow me and unfollow me you are retarded,0
16687,16687,rt TAG just knowing u can still go out and bag some bitches is good enough for me the headace that comes with bagging summ,0
22521,22521,we don't want yo bitch mane we just wanna have fun with her,0
9982,9982,i ain't cutting my hair for u hoes at hc,0
946,946,TAG TAG watching niggers fight on youtube vine ig,0
4114,4114,mike stud touch my throbbing pussy,0
19716,19716,rt TAG wow henry waxman gets caught in a classic charlie leduff segment after charlie comes to dc for today's gm hearing,0
18404,18404,rt TAG camoquay bro even with uno webo i still get more pussy than you,0
21091,21091,sometimes you gotta block a bitch because damn they annoying,0
13919,13919,promise to love you and obey and hit it more than once a day girl i say that genuinely fuck that bitch it's what you sayy,0
24277,24277,no bitch i did not want to wear makeup,0
14097,14097,rt TAG people r retarded for thinking you can eat clean food all day and lose weight calories are calories people,0
568,568,they have to that division is trash TAG saints gon win the nfc south watch,0
23725,23725,coulda been trash talking that nigga cuz nigga got spankeddd in fantasy,0
17441,17441,rt TAG rise of the planet of the apes,0
12101,12101,julius peppers still seems retarded,0
1319,1319,iifetip kit kat brownies making,0
6873,6873,puckluckbitch TAG like i got time to be wasting on some bitch who broke up with me,0
2927,2927,directv why are you showing yankees game in arizona when you promo washington huskies game i bet TAG would want my business,0
4683,4683,sharea ounce trying to get a job after age is a real bitch let alone a new career out of work years about to be homeless,0
19352,19352,rt TAG i don't want the pussy if it makes me want to pay your bills and not sleep my sunday mornings away don't ruin my life,0
13417,13417,nobody ever got famous by being a whiny bitch either change the things that make you unhappy or be a whining turd-farmer,0
18263,18263,rt TAG was deleting this pic until i realized a dike in the back ground dressed like a nigga with wedges on bitch i'm http :/,1
14321,14321,rt TAG when lil b said word around town that i aint got no bitches what thats a damn lie nigga my nuts is my witness,0
22689,22689,when bitches know they feeling stupid they keep there sentences short,0
21040,21040,some of these hoes deserve a kick in their vagina lucky i aint tryna loose my shoe,0
4778,4778,steveworks you stockboy everyone mocks you,0
22546,22546,weed nigguh retweet that,0
7568,7568,all i want is a million dollars and a bad bitch,0
1501,1501,rylannwilliams if she buys you a tattoo wife that girl this bitch,0
12884,12884,money ain't a thang bitch that's a lie it only controls every bitch that's alive,0
20523,20523,rev charlie rangel what unions stand for are spiritual damn things like inflatable rats,0
14280,14280,rt TAG fine then don't little nigs TAG one direction,0
11011,11011,i wanna be someone's bitch ass boyfriend right now but that just me head playin games on ya boi,0
7876,7876,ayo TAG unblock me so i ca tell you how garbage yo bitch ass playing,0
13280,13280,nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window,0
17945,17945,rt TAG shy people tend have great observational skills making it easier to recognize the core of a problem then solving it,0
23310,23310,you girls got no job no college set up to have a better future then get mad when a nigga leave you cause all you got is pussy,0
9716,9716,he better choose up cuz ain't no bitch checcin a nigga that she don't fw for being wit other bitches that don't even sound right,0
14816,14816,rt TAG idk why skinny bitches think they got ass cuh,0
22233,22233,tony parker is making norris cole his bitch with the one on one or just takin him off the dribble an breaking some damn ankles TAG,0
13136,13136,my pussy worth,0
19757,19757,rt TAG big dreams cause that small goal shit is for the birds,0
11548,11548,if it wasn't for this blanket my nips would be harder than the search for anne frank,0
13928,13928,pull up on my x make that bitch mad,0
9365,9365,guys i just walked into an office and the secretary has a bird looks like i may just find out for myself,0
24533,24533,there ain't one unpregnant bitch in the world anymore smh,0
19970,19970,rt TAG can you get eye cancer from reading too many michael douglas pussy-juice-throat-cancer jokes,0
19890,19890,rt TAG when tupac said i ain't a killer but don't push me revenge is the sweetest joy next to getting pussy,0
18782,18782,rt TAG step up into the gauntlet bitch nuts i could use something to wipe my ass with,0
23200,23200,yo pussy been through it for the scrapehouse visits,0
15809,15809,rt TAG we muslims have no military honour whatsoever we are sub human savages that slaughter unarmed men women amp children http,1
12795,12795,mcdonalds pipe self defence beating this is one nigger who's hand i would shake that's how you deal with sheboons,1
2014,2014,and you know that i believe it cause her pussy to mee and she don't fuck with many niggahs she don't fuck with any niggahs,0
4689,4689,shawty im out cunt,0
6644,6644,mauriokart wtf is ur tumblr bitch,0
378,378,realfortes grudges are for weirdos and bitches,0
13768,13768,passing up on mad hoes just to give him what he want,0
23644,23644,bitch we are the realest boyz,0
18123,18123,rt TAG teacher eyes on your own paper me bitch i only have eyes for da paper throws cash everywhere,0
12232,12232,kierstens a bitch squid hands squid hands,0
18741,18741,rt TAG beautiful wall color d: i don't love these bitches and you shouldn't either,0
23470,23470,you're just trash like sorry,0
13377,13377,no bitch you slut TAG TAG chill,0
17203,17203,rt TAG twitter has a bird as its logo that's why when you join you're an egg and your home button is a birdhouse why am i jus,0
471,471,i dont even need a picture of tamar that bitch is beat in every picture,0
16317,16317,rt TAG big night at wcvb martha coakley-charlie baker debate here at bruins-minnesota wild world series game TAG,0
22225,22225,tom brady is the biggest pussy in the nfl by far,0
19722,19722,rt TAG you up charlie brown,0
3193,3193,frankiejgrande ugly white bitch,0
24366,24366,pussy ass bitches,0
4308,4308,nyjusdntgaf to late niggers died first,0
14293,14293,rt TAG stblocjeremiah my tryna make me go to church tommrow he'll nawl dude bitch text me back,0
24599,24599,tom ford probably fucking all these hoes,0
2502,2502,austing your the one keeping me up faggot,0
7136,7136,teeenytori TAG TAG put your tits away you ginger arnt u like isn't it past you bed time fuck off bitch,0
784,784,#that son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,0
8771,8771,doing her thang for you shoutout that real bitch,0
573,573,trust noneeee bitch i don't,0
17730,17730,rt TAG why do you always wear black cause i m ready for your funeral bitch,0
15467,15467,rt TAG the fuuuck happened to her TAG ain't nothin worse than a bad bitch that lost it,0
9186,9186,free love amp sexual liberation seemed to be the dawn of lots of consequence free pussy for them s negroes why we always forgetting history,0
13111,13111,my nigga so stiff but his bitch even stiffer me that is,0
7307,7307,wodaeeex it didnt open das y i asked cus i thought yu ate wat i had pork chops yellow rice n beans,0
14037,14037,rt TAG oregon state wr TAG is a popular TAG pick in recent mock drafts draft tracker,0
12259,12259,kobe bryant is such a bitch grow up pussy,0
7294,7294,wild luke wild yeah wtf you aren't a pussy,0
4630,4630,samromero TAG timber nigger,0
5867,5867,dliming fuck you bitch,0
19492,19492,rt TAG food be goodhuh im crying that bitch going hard,0
23149,23149,yeen never seen a fat nigga on a molly bitch imma hurt somethin,0
9700,9700,have you hugged a wacko-bird today,0
18337,18337,rt TAG it's unattractive when girls act ghetto,0
22896,22896,why no boycott of racist redskins TAG TAG TAG,0
6667,6667,mel yell w ain't that a bitch,0
14760,14760,rt TAG lowkey called that faggot a faggot,1
8114,8114,blocked his fuzzy butt odifass TAG TAG TAG ignore this low life creature,0
326,326,fiirting he's doing it right no bitches smh,0
8750,8750,dis nigga look retarded,0
17302,17302,rt TAG free wop,0
19611,19611,rt TAG i feel bad for all the homies that suffer from canker sores on the reg those bitches hinder the spirit,0
13672,13672,only for one reason cause a bitch wont go gay if your name nt smurf i see noone,0
818,818,#yankees got beaten by a thug,0
12919,12919,moving is always a bitch i'm excited for dallas though,0
3570,3570,jstarrtweets i took it harder when rivera retired i'm not a yankee fan but i have a lot of love and respect for em especially the core,0
19667,19667,rt TAG hell yeah benihana up in this bitch,0
2607,2607,bitchimastunna TAG lmao bitch shut up,0
10156,10156,i could b out here like some of these chicks in the streets slingin pussy for a couple dollars but im not,0
17799,17799,rt TAG sorry bitches it takes more than luck to beat me,0
7177,7177,tiara rachelle i'm not gone see your baby monkey lil ass anyway funky ass,0
9635,9635,hahahhahaa TAG your boyfriend trash ma stop tryna convince yourself otherwise in these tweets,0
13299,13299,nigga you made it TAG nigga we made it vianawf best rider that goes to a blaxican,0
20910,20910,smoke sum bitch,0
15080,15080,rt TAG if her pussy got over body counts it's dead pussies only have lives,0
22634,22634,what you gonna do if she cheat cry fight for her no kick that bitch out and go straight to tootsies,0
13647,13647,one of the world's most prominent jihadi forums just got shut down,0
15055,15055,rt TAG horrible TAG invader zim was trash,1
9555,9555,gotta bad red bone that look something like ashanti,0
15622,15622,rt TAG bitch for who gap porkhub i'm a model yall bitches can't tell me nothin,0
17606,17606,rt TAG TAG if her hair is hers she will hit you with a bitch i bought it so it's mine,1
12746,12746,man these hoes so familiar one minute on the team next minute they ain't witcha,0
2703,2703,buckm se i don't like the sand nigger but it's entertaining like knockdowns,1
20609,20609,same people bitchin about jetpacks and shit in aw are counting down the days until it comes out buncha fags,0
5722,5722,charliesheen charlie im an old lady don't ever say ugly things about ur childrens mom i get it jus dont big hug,0
513,513,it's the dykes hunter dyke with a dyke,0
